# Experiment Results
# Name,D_A1_wall_baseline
# Architecture,11→256→3
# Memory Size,100000
# Wall Obstacle,True
# Final Record,40
# Final Avg (last 100),3.23
# Overall Avg,1.92
# Overall Std,4.33
# Block Averages (per 100 eps),"0.04, 0.62, 2.31, 3.38, 3.23"
# --- Observational Notes ---
# Training Stability (avg variance),40.86
# Max Performance Drop (forgetting),1.10
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
326,8,15,2.57,1201,100000,9.25,3.04,2.54,-0.03,0
327,0,15,2.52,1,100000,9.25,3.04,2.54,0.02,0
328,0,15,2.51,401,100000,9.37,3.06,2.54,0.03,0
329,0,15,2.51,401,100000,9.48,3.08,2.54,0.03,0
330,0,15,2.51,401,100000,9.48,3.08,2.54,0.03,0
331,2,15,2.52,601,100000,9.44,3.07,2.54,0.02,0
332,0,15,2.51,401,100000,9.55,3.09,2.54,0.03,0
333,0,15,2.51,3,100000,9.60,3.10,2.54,0.03,0
334,0,15,2.51,1,100000,8.77,2.96,2.54,0.03,0
335,4,15,2.55,801,100000,7.88,2.81,2.54,-0.01,0
336,0,15,2.54,401,100000,7.94,2.82,2.54,0.00,0
337,0,15,2.54,401,100000,7.94,2.82,2.54,0.00,0
338,0,15,2.54,401,100000,7.81,2.80,2.54,0.00,0
339,1,15,2.55,501,100000,7.76,2.79,2.54,-0.01,0
340,0,15,2.55,401,100000,7.76,2.79,2.54,-0.01,0
341,12,15,2.64,1601,100000,9.60,3.10,2.64,0.00,0
342,14,15,2.77,1801,100000,12.32,3.51,2.75,-0.02,0
343,6,15,2.83,1001,100000,12.59,3.55,2.80,-0.03,0
344,4,15,2.87,801,100000,12.00,3.46,2.84,-0.03,0
345,0,15,2.86,401,100000,12.00,3.46,2.84,-0.02,0
346,8,15,2.94,170,100000,12.53,3.54,2.91,-0.03,0
347,0,15,2.85,401,100000,12.64,3.55,2.91,0.06,0
348,16,16,3.01,2001,100000,16.22,4.03,2.98,-0.03,0
349,0,16,3.01,401,100000,16.22,4.03,2.98,-0.03,0
350,2,16,3.03,601,100000,16.08,4.01,3.00,-0.03,0
351,4,16,3.07,801,100000,15.96,3.99,3.04,-0.03,0
352,12,16,3.19,297,100000,17.54,4.19,3.16,-0.03,0
353,1,16,3.17,8,100000,17.54,4.19,3.17,-0.00,0
354,4,16,3.20,801,100000,17.47,4.18,3.18,-0.02,0
355,1,16,3.18,501,100000,17.37,4.17,3.18,-0.00,0
356,25,25,3.36,704,100000,26.73,5.17,3.40,0.04,0
357,7,25,3.37,1101,100000,26.69,5.17,3.40,0.03,0
358,4,25,3.27,801,100000,26.54,5.15,3.40,0.13,0
359,9,25,3.36,1301,100000,26.78,5.17,3.40,0.04,0
360,22,25,3.50,2601,100000,33.16,5.76,3.54,0.04,0
